code,interest,target,maturity,status,description,urgent,stable
1003,0.15,200000,12,1,公司经营电子产品 音响 乐器 空调 电动车 等扩大经营范围 筹备资金 望贵公司批准,0,0
1004,0.1,3000,3,1,短时间周转。本人有正常工作。收入正常。谢谢,0,0
1005,0.15,10000,12,1,因为急用，希望能放款给我，我保证原期还清所有金额。,1,0
1006,0.15,10000,12,1,本人国营单位职工。年薪制。急需10000元资金周转。,1,0
1007,0.15,50000,12,1,急着需求资金从新装修，，，大雨无情。人有情，，,1,0
1008,0.23,5000,12,1,因店里面要上新产品 本人收入稳定 每个月有七千块钱收入 做的是手工艺品店 会定期还款的 请大家放心,0,1
1009,0.15,50000,24,1,"虽然是第一次在网络上贷款，本人有稳定的经济收入，保证能按时还款,希望大家支持",0,1
1010,0.15,50000,24,1,因家里有事急用钱，希望能尽快审核通过，尽快拿到钱！,1,0
1011,0.15,50000,12,1,本人做电脑监控小工程，最近需资金周转！信用良好！按时还款，请放心！,0,1
1012,0.15,20000,24,1,关于我.... 大家好！我叫杨磊目前在江苏苏州昆山市好奇装饰材料中国有限公司管理部担任厨师长工作 我想要使用这笔款项做什么。。。。 最近要去商场以及农贸市场采购物品。因为我在公司食堂采购的 物品要一个 月才能报销。最近刚买了些家具资金暂时周转不开所以想通过这个平台贷款。。谢谢大家支持 我的还款能力说明 目前我在一家美资企业餐厅做厨师长月薪在6500不包含奖金，公司每月非常准时5号发工资。所以我对偿还这一点小额度贷款有非常宽松的还款能力，请大家放心，谢谢支持,0,0
1013,0.11,3000,6,1,淘宝店铺备货周转 信誉累积 店铺满半年 全职经营 目前4钻 现货有4W以上库存 还款没有问题的 希望大家支持,0,0
1014,0.15,30000,24,1,用于平常的消费支出，购买一些数码产品，希望给予放款,0,0
1015,0.15,20000,18,1,准备结婚，刚装修完新房买一些家电，并累积信用。每月还款会准时.每月工作准时发放，工资10000，除去个人开销和每月尚有存款，还款压力不大,0,0
1016,0.1,200000,3,1,借款开店，创业急需资金，借款20万，三年期限,1,0
1017,0.15,200000,12,1,借款用于公司购买材料、产品等流动资金周转,0,0
1018,0.1,5000,3,1,由于买车还差三万和朋友借了二万五向贵平台借五千元,0,0
1019,0.15,5000,12,1,福州的，做平面设计与室内网页月工资4000左右，现需资金周转专修,0,0
1020,0.15,300000,24,1,为了本公司生产规模的扩张提高生产效益在此申请贷款购买生产机器设备。谢谢！！！,0,0
1021,0.15,10000,12,1,经朋友介绍，网上搜寻一下。看到贵公司的简介和操作流程，请问贵公司开通在湖南省内的借贷业务吗？不知道条件是否符合。并阐述本人借贷一万元的用途：用于电脑配置，还款时间为一年整，12个月。如标准符合，请贵公司的业务员联系我，电话181 6383 2807,0,0
1022,0.15,100000,24,1,因为家里小孩患病，需要有人在家照顾，我老公想创业开快餐店，现资金不足，特来申请借款。我有固定工作，每月收入6千到7千左右，本人信用良好，借款期限24个月，保证每月按时还款。谢谢！,0,1
1023,0.11,20000,6,1,本人诚信借款，有借有还在借不难.这是本人月薪10000绝对有偿还此款的能力，这也是第一次在网上借款希望朋友们多多支持，谢谢,0,0
1024,0.12,10000,9,1,最近遇到一些事 资金周账不过来 就来借支一点周账,0,0
1025,0.15,40000,24,1,新房交工 急装修 由于手上资金都入股公司 又急于结婚,1,0
1026,0.15,50000,24,1,本人与家属在山东临沂一家上市公司就职(技术人员）~~打算开一家童装店作为副业~&middot;现在还缺少五万元作为启动资金~个人无不良信用记录~收入稳定~月薪3500左右&middot;（基本工资+奖金）家属在DCS中控室上班~月收入4000左右~&middot; 保证俺是还款,0,1
1027,0.11,6000,6,1,本人借款6000用于淘宝店铺短期周转资金，本人绝对有能力在6个月时间内归还利息与本金。,0,0
1028,0.18,10000,6,1,本人在大型垄断国企上班十几年了，收入稳定，工作认真。社保和公积金一直都沒间断徼存。,0,1
1029,0.15,50000,12,1,自有房子重新装修，短期需要用款 本人在广东佛山工作，年收入10万左右,0,0
1030,0.15,500000,24,1,扩店经营，资金周转不开，听说网借很方便，所以上来看看。,0,0
1031,0.15,30000,18,1,公司职员，有稳定工作，从事金融行业，工作收入稳定，贷款用于个人消费,0,1
1032,0.11,10000,6,1,借款申请通过后每月按时还款要守信誉，以合同协议为基准,0,1
1033,0.12,8800,9,1,个人资金周转。谢谢！这次是真心需要了。请客服和大家帮个忙。,0,0
1034,0.1,10000,3,1,用于信用认证，增加信用度。本人信用良好，还款及时。,0,1
1035,0.12,20000,9,1,本人有能力还款，只是临时周转不开，望能通过,0,0
1036,0.1,300000,3,1,公司工程建设个人承包建设，需要购买工程设备，可用工程设备抵押,0,0
1037,0.2,60000,12,1,我公司主要生产销售塑料管材及管件，产品遍及全国，为了扩大生产规模再投资，因周转资金短缺，特向贵公司申请借款6万元，希望支持。我保证按时还款，绝不失信。,0,1
1038,0.11,10000,6,1,工作外投资周转，尚缺少部分资金，因为投资方向和工作有关联,0,0
1039,0.15,50000,24,1,个人现在急需用钱装修房子！希望人人贷能给我这个帮助,1,0
1040,0.1,5000,3,0,因为房屋装修，申请该贷款，本人已婚，我和对象都有固定收入，我还兼职做些除本职意外的生意,0,0
1041,0.15,150000,24,1,想做一个电子商行，主要是电脑电话专卖和维修,0,0
1042,0.15,50000,12,1,本人是某公司法人，目前急须扩大经营，周转资金，信誉良好，有一定的偿还能力，至今无外债，会按时还款。,1,1
1043,0.11,100000,6,1,准备购买家用汽车，一次性借款10万元，每月工资7000-10000元,0,0
1044,0.15,25000,18,1,本人需要筹备婚礼，希望大家支持，在此谢谢大家了。,0,0
1045,0.15,40000,24,1,自己在公司上班，有稳定收入，现在家里在建房子，所以需要一笔资金,0,1
1046,0.2,15000,12,1,本公司诚信经营，主要经营广告设计制作、招牌安装。近期业务发展急需资金扩大经营。公司目前经营良好，完全有能力每月按时尝还本息。,1,1
1047,0.15,50000,24,1,本人房屋装修借款5W 本人有稳定工作 还款无压力望大家帮助我 谢谢,0,1
1048,0.15,30000,9,1,http://laowu.hmlan.com 这是我的网店，已经经营了6年，4钻最信用卖家,0,0
1049,0.15,153000,24,0,感谢长期以来的支持，提前结标后再次发标，作为回馈,0,0
1050,0.15,30000,12,1,因新购房、资金紧张，借款装修有工作收入来源还款靠谱。,0,0
1051,0.2,80000,24,1,本人实体诚信经营，由于扩大规模，需要资金周转，保证按时还款！！！,0,1
1052,0.11,200000,12,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
1053,0.11,200000,12,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
1054,0.12,80000,18,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
1055,0.12,80000,18,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
1056,0.12,150000,18,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
1057,0.15,30000,24,1,个人旅游消费用，近期心情低潮，想出门走走。谢谢大家支持！,0,0
1058,0.15,50000,24,1,"急需钱装修房子,但银行借款速度特别的慢,我都急死了",1,0
1059,0.12,8000,9,0,淘宝卖家贷款用于扩大经营！全职淘宝近两年，月均销售4万左右，还款无压力,0,0
1060,0.15,6000,18,1,有固定职业，有良好信用纪录，短期小额借款周转资金。,0,1
1061,0.11,50000,6,1,接网络监控工程，短期资金周转。完工后结算即可还款,0,0
1062,0.15,100000,12,1,本人想开店需要资金二十万由于资金不够急需周转十万，谢谢！,1,0
1063,0.15,50000,6,1,这笔款是用来公司进货周转的，我会按时还款的请你们放心哦。,0,1
1064,0.24,20000,24,1,主要用于工作之余兼职创业，目前手里资金周转不开，望大家帮忙！本人具有固定的工作，稳定的收入，良好的信誉度，讲诚信，有还款能力！,0,1
1065,0.12,50000,9,1,本人现在专养童鸡销售。现在场地要扩大建棚 希望大家帮帮忙,0,0
1066,0.15,5000,12,1,个人旅游所需，需要借5000元旅游费，本人因工资大部分为年底一次性发放，所以现需要5000元作为旅游费用,0,0
1067,0.15,100000,24,1,家里买了房子，结婚要装修，自己能周转不开了。,0,0
1068,0.15,20000,12,1,想把家里的店顶下来自己做，一时间拿不出这么多钱,0,0
1069,0.12,5000,3,1,出国旅游周转，本人稳定工作，无还款压力，信誉良好,0,1
1070,0.15,30000,18,1,想买辆车，钱差3万，希望大家能支持一下，谢谢！,0,0
1071,0.11,6200,6,1,2.22E+49,0,0
1072,0.15,30000,12,1,因刚买的房子， 准备装修， 因此需要这些钱。 希望给予帮助！谢谢,0,0
1073,0.15,70000,24,1,现在绿色养殖是人们的向往的绿色无污染行业有着非常好的行业前景，我目前的机场存栏在1000左右，尤其是今年绿色鸡产品很受人民大宗的喜欢价格利润也不错，锁业想把桧木扩大扩大。,0,0
1074,0.11,10000,6,1,近期财力吃紧 急需10000元 信用贷款 本人月工资 15000元 名下有车 无房,1,0
1075,0.1,3000,3,1,.......................................................,0,0
1076,0.1,5000,3,1,流动资金， 收购原材料，第1次借款了，一定按时还款。希望各位老板多多支持下。,0,1
1077,0.15,80000,12,1,运动品牌折扣店，旺季换季到来，需资金备货周转，和人人贷多次合作记录，信誉很好。,0,0
1078,0.15,10000,12,1,工厂急需款项进入原料，资金积压过多，会及时还款！,1,0
1079,0.15,50000,12,1,资金压力大 用于公司进货周转。谢谢支持。保证按规定时间还款。,0,0
1080,0.15,50000,24,1,借来的款项由我的每个月的工资里扣去利息跟本金,0,0
1081,0.15,238000,24,1,本人现居住地山西运城，从事汽车租赁与汽车销售，工作时间5年，借款用于购房,0,0
1082,0.15,10000,12,1,短期借款。……。…。……。…。……。…。……。…。…。……。…。……。……,0,0
1083,0.15,30000,24,1,用来个人资金周转，个人小创业，购买产品加工后卖出,0,0
1084,0.15,50000,24,1,因公司工作性质需要经常出差，所以需配车。,0,0
1085,0.1,50000,3,1,备原材料需要，诚信客户再次借款，信誉极其良好还款准时，谢谢大家支持~\(≧▽≦)/~啦,0,1
1086,0.15,50000,24,1,为了提高生活质量，为家里减少负担，年底准备结婚。,0,0
1087,0.13,124500,36,0,公司职员，现居贵州省遵义市，从事批发和零售业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1088,0.13,27100,36,0,公司职员，现居福建省厦门市，从事交通运输、仓储和邮政业行业，工作收入稳定，贷款用于日常生活消费。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1089,0.13,41500,24,0,公司职员，现居贵州省贵阳市，从事卫生、社会保障和社会福利业行业，工作收入稳定，贷款用于购车。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1090,0.12,38100,18,0,公司法人，现居福建省厦门市，从事批发和零售业行业，经营稳定，收入良好，贷款用于日常生活消费。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1091,0.15,500000,12,1,"今年业务曾大,厂房需要扩大生存,购买机器设备需大量资金.望贵公司可以帮到!",0,0
1092,0.11,50000,6,1,我叫王守信，在泰安市泰山区中七里做调味品零售配送生意，主要给泰安市新时代商厦，泰安市三源家电有限公司超市部供货，想做郑州凯龙食品有限公司的产品代理，资金不足，所以申请贷款支持。零售生意虽然利润不高，但是风险也很小，望能得到大家支持。,0,0
1093,0.15,70000,24,1,我家要装修，我是火锅店长，每月打卡工资7000元，希望大家帮帮忙，谢谢。,0,0
1094,0.15,50000,24,1,最近开销较大 有资金缺口 需要此笔借款周转,0,0
1095,0.15,150000,24,1,本人在公司工作6年，月收入6000元，现想把自己房子装修一下。,0,0
1096,0.15,50000,24,1,购车，也一起提升一下人人贷的额度，就这样了,0,0
1097,0.15,100000,12,1,因周转需要，向贵公司借款，本人以诚信为宗旨。,0,0
1098,0.15,15000,24,1,个人消费贷款，本人固定职业，收入稳定，按时还款,0,1
1099,0.1,30000,3,1,本人是做服装生意的，需要短期资金周转！本人诚信生意，有淘宝店铺符合申请规则,0,0
1100,0.15,50000,24,1,急于装修房屋，所以要求在这几借款。希望与已审批,1,0
1101,0.15,50000,24,1,本人是捣买药材的，现在存货多&middot;资金周转需要，,0,0
1102,0.11,5000,6,1,资金周转！5千，急，资金周转！5千，急，资金周转！5千，急,1,0
1103,0.15,15000,12,1,装修住房，差点资金。…。…。…。…。…。…。………,0,0
1104,0.15,30000,24,1,大家好 本人第一次来到人人贷款平台 希望大家给予支持 我不会辜负大家对我的信任.,0,0
1105,0.11,20000,6,1,短期资金周转，一定按时还款的。各位老板多多支持下。谢谢,0,1
1106,0.15,50000,12,1,公司生意周转，用于采购货品及补充公司现金流,0,0
1107,0.15,30000,12,1,因季节，订单多，资金不足，原料跟不上，特再次向贵公司申请借款，望领导支持，谢谢,0,0
1108,0.15,30000,12,1,淘宝五钻店铺，旺季备货，推广费用，需要资金周转,0,0
1109,0.15,10000,12,1,帮对象开个小店，每月发工资还点，绝对不会逾期。,0,0
1110,0.13,27600,24,0,公司职员，现居江苏省南通市，从事农、林、牧、渔业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1111,0.12,25400,18,0,公司法人，现居江苏省南京市，从事批发和零售业行业，经营稳定，收入良好，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1112,0.13,44300,36,0,公司职员，现居江苏省南通市，从事制造业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1113,0.13,93400,36,0,公司职员，现居山东省烟台市，从事制造业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1114,0.12,101500,18,0,公司法人，现居江苏省南通市，从事交通运输、仓储和邮政业行业，经营稳定，收入良好，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1115,0.13,53300,24,0,公司法人，现居河北省石家庄市，从事批发和零售业行业，经营稳定，收入良好，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1116,0.12,101500,18,0,公司法人，现居河北省石家庄市，从事水利、环境和公共设施管理业行业，经营稳定，收入良好，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1117,0.13,93400,36,0,公司职员，现居重庆省重庆市，从事批发和零售业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1118,0.13,46700,36,0,公司职员，现居重庆省重庆市，从事建筑业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1119,0.13,64000,36,0,公司职员，现居江苏省南通市，从事教育行业，工作收入稳定，贷款用于购物。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1120,0.13,36900,36,0,公司职员，现居北京省北京市，从事建筑业行业，工作收入稳定，贷款用于购车。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1121,0.13,124500,36,0,个体业主，现居北京省北京市，从事批发和零售业行业，经营稳定，收入良好，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1122,0.17,20000,12,0,本人最近因家庭资金紧缺，继续一笔钱周转，我在一家军工企业上班，工作稳定，收入稳定。,0,1
1123,0.15,20000,12,1,工作稳定，信用良好，有充足的还款能力，望大家支持。！！！,0,1
1124,0.15,10000,12,1,淘宝店铺5钻，近期做活动，囤积了一批货，资金周转不灵，诚信借款,0,0
1125,0.2,5000,6,1,"我叫杨金华，在人人贷的用户名叫YAHG0662，身份证号码：441722197606103890：本人在家乡从事木材加工行业工作，因为2013年底和朋友合伙购买了一批木材，现在手上没有现金。现在我母亲的身体不好要用钱，本人现在向人人贷申请贷款,我在此做出以下承诺,我愿意接受人人贷的条款和借款协议,我提供给人人贷的信息及资料都是真实有效的,我愿意对我在人人贷上的行为承担全部法律责任,在我未能按时归还借款时,我同意人人贷采取法律诉讼,在本平台以及其它媒体曝光借款相关资料等一切措施。",0,1
1126,0.11,50000,6,1,我是做润滑油批发的，最近厂家搞促销活动，我想参与活动，厂家要求进货量有点大，资金有点小缺口，所以要借款，谢谢,0,0
1127,0.15,10000,3,1,资金周转资金周转资金周转资金周转资金周转资金周转资金周转资金周转资金周转资金周转,0,0
1128,0.1,50000,3,1,测试一下！测试一下！测试一下！测试一下！测试一下！测试一下！测试一下！测试一下！测试一下！测试一下！,0,0
1129,0.15,3000,12,1,我中通速递贷款进点货装修一下门面望各位领导屁准,0,0
1130,0.2,30000,12,1,短期周全借点钱用用！希望人人贷能帮忙，我会按时还款,0,1
1131,0.15,30000,24,1,兼职创业需要资金周转！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,0,0
1132,0.15,10000,12,1,本人借款一万用于医疗.还款来源.工作收入,0,0
1133,0.1,20000,3,0,短期使用， 试用一次。,0,0
1134,0.15,8000,12,1,本人国企职员。每月正常银行工资上卡！有还款能力,0,0
1135,0.15,3000,12,1,本来开有两家网店，现在冲皇冠需要点资金，暗示归还，绝不逾期,0,0
1136,0.15,100000,12,1,公司已运行10之久，注册公司3年，经营状况良好，现因扩大，急需这笔钱,1,1
1137,0.1,50000,3,1,因货单毕竟多 资金不够运转 申请无抵押贷款作为短期的周转,0,0
1138,0.15,20000,12,1,农村承包鱼塘养殖四大家鱼，需资金周转。望通过。,0,0
1139,0.15,35000,12,1,本人购车，首付款不够，定金已付，不想通过银行分期，4S店对分期收取的服务费太高。,0,0
1140,0.15,150000,24,1,超市扩大经营，欲做一品牌区域代理，资金不足，谢谢您可以帮忙,0,0
1141,0.15,50000,24,1,个人创业借款，上班总是那点死工资不如去创业,0,0
1142,0.11,3000,6,1,急用3000元，真心求帮忙，急需周转，谢谢,1,0
1143,0.17,10000,9,1,因家里有事继续资金来周转，有固定工作，每个月能按时还款,0,1
1144,0.2,10000,12,1,网店周转谢谢支持。网店周转谢谢支持。网店周转谢谢支持。网店周转谢谢支持。,0,0
1145,0.15,20000,18,1,本人职业教师，现业余时间创办一家叫车服务公司，先需要采购呼叫设备，信用借款！,0,0
1146,0.15,40000,12,1,前段时间生病在住院，差不多半个多月没打理店铺，店铺流量，成交拉下来不少。,0,0
1147,0.15,200000,24,1,买房子，是经济适用房，看看能不能给我贷款啊,0,0
1148,0.15,50000,18,1,本人因为结婚要进行装修，资金不够所以像你们借款。,0,0
1149,0.24,10000,3,1,各位，需要短期周转，用10天就可以，自己做小本生意的,0,0
1150,0.15,40000,18,1,房子装修需要一笔资金请大力支持房子要重新改,0,0
1151,0.18,30000,9,1,本人做外墙保温材料生产销售，下半年工程多，现在筹集资金。,0,0
1152,0.15,500000,24,1,本人现在哈密万源建筑工程有限公司工作并占股20%，个人年收入30万元以上。公司有混凝土作业分包企业资质，自有全套搅拌设备，因流动资金不够，需按股份占比增加流动资金，现存50万元资金缺口，申请借款50万元。,0,0
1153,0.15,5000,12,0,家中装修，需借款，请各位帮忙，诚信借款。,0,0
1154,0.15,6000,6,1,看上个苹果笔记本 差5000多。希望能在这里贷到钱,0,0
1155,0.18,500000,24,1,新房装修，资金周转一下，我看中这个贷款产品额度比较高。所以申请一下！,0,0
1156,0.15,300000,24,1,我厂开厂8年，从事机械加工行业，现国家重视机械行业发展，我厂接到许多优质订单，现在扩大生产规模同，需要购买加工中心一台，价值50万元，现借款30万元进行周转。,0,0
1157,0.11,3000,6,1,信用第一。。资料提交了好多次，这次求通过。谢谢了,0,0
1158,0.15,200000,12,1,我公司主要从事机械类产品销售，但接一笔大的工程项目，急需一笔资金周转，购买材料。,1,0
1159,0.12,10000,6,1,因为需要扩大经营，需要资金短期周转，本人工作稳定，还款没有问题，,0,1
1160,0.2,8000,12,1,本人开了三个网店，资金周转比较紧，网店兼职的，我只要工作是室内装修，月工资6000.有能力还款。,0,0
1161,0.2,5000,6,1,"我叫杨金华，在人人贷的用户名叫YAHG0662，身份证号码：441722197606103890：本人在家乡从事木材加工行业工作，因为2013年底和朋友合伙购买了一批木材，现在手上没有现金。现在我母亲的身体不好要用钱，本人现在向人人贷申请贷款,我在此做出以下承诺,我愿意接受人人贷的条款和借款协议,我提供给人人贷的信息及资料都是真实有效的,我愿意对我在人人贷上的行为承担全部法律责任,在我未能按时归还借款时,我同意人人贷采取法律诉讼,在本平台以及其它媒体曝光借款相关资料等一切措施.",0,1
1162,0.1,3000,3,1,用于学费交付 下午就得交不交就没有毕业证！希望各位帮帮忙！！,0,0
1163,0.15,30000,12,1,本人由于创业需要资金周转，信用很好，按时还款，谢谢亲们支持,0,1
1164,0.15,60000,24,1,本人因公司扩大经营需资金周转。望公司审批。,0,0
1165,0.15,30000,24,1,我要用于店面装潢，进货。由于资金周转不过来，所以需要借款。,0,0
1166,0.15,80000,24,1,因为经营场地小了 ，要扩大规模欠缺资金，请大家支持！保证诚信还钱！,0,0
1167,0.13,46700,36,0,公司职员，现居江苏省南通市，从事住宿和餐饮业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1168,0.13,61500,36,0,公司职员，现居江苏省南京市，从事公共管理、社会组织和国际组织行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1169,0.13,46700,36,0,公司职员，现居重庆省重庆市，从事批发和零售业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1170,0.13,94700,36,0,公司职员，现居贵州省遵义市，从事公共管理、社会组织和国际组织行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1171,0.13,62200,36,0,个体业主，现居贵州省遵义市，从事建筑业行业，经营稳定，收入良好，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1172,0.13,55400,36,0,公司职员，现居山东省烟台市，从事批发和零售业行业，工作收入稳定，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1173,0.13,61500,36,0,公司职员，现居贵州省贵阳市，从事卫生、社会保障和社会福利业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1174,0.15,5000,3,0,目前急需2万元，求帮助。。。保证按时归还,1,1
1175,0.11,3000,6,1,我现在急需要点钱做开支，我保证按时还款，绝不拖欠。,1,1
1176,0.11,20000,6,1,本人工资稳定，现在公司附近租房子，需要付半年房租。,0,1
1177,0.13,36900,36,0,公司职员，现居广东省广州市，从事制造业行业，工作收入稳定，贷款用于兼职创业。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1178,0.12,101500,18,0,公司股东，现居江苏省苏州市昆山，从事制造业行业，经营稳定，收入良好，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1179,0.13,27600,24,0,公司职员，现居山东省青岛市，从事批发和零售业行业，工作收入稳定，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1180,0.13,27600,24,0,公司职员，现居江苏省南通市，从事教育行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
1181,0.13,110500,36,0,公司职员，现居重庆省重庆市，从事卫生、社会保障和社会福利业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
